ALC,Origin,Destination,Number,FL Cap,Track,Production,Disabled,Deletion Date,Route,G/C,Distance,EU Emissions,Source,Updated,Valid Days,Valid Date,Valid From,Valid To,Aircraft,Acft Type,Route Qual,Origin Rwy,Destination Rwy,Comments
,RKPK,RPVM,98,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 SAKON DCT GURAG G578 POXOS POXOS1 RPVM,1518,1615,1563,HO,2025-11-09 0826,,,,,,,,,,"1. PUS/CEB BIXAK DETOUR RTE 2. PUS DEP RWY 36  
"
,RKPK,RPVM,99,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 YURIX Y62 MJC B462 IPATA W25 BATAY BATAY3P RPVM,1518,1769,1563,MJ,2025-09-04 0550,,,,,,,,36L,04L,"1. PUS/CEB RUGMA RTE (NTM) 2. SINGLE HF 
"
,RKPK,VHHH,1,360,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 DRAKE A1 ELATO V522 ABBEY ABBEY4A VHHH,1103,1261,1154,SK,2024-11-05 0025,,,,,,,,36R,07R,"1. RKPK-VHHH MNL RTE   2. DEP RWY 36R   3. PMSN REQ: RCAA   4.
RMK    HKG RNP1 STAR            Q11 MEA290   5. 2024.11.05  
"
,RKPK,VTBS,1,380,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE B591 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 UBL Y20 GRASO Y13 RUKSA DCT EASTE EASTE1D VTBS,1997,2252,2047,MJ,2025-08-01 0809,,,,,,,,36R,1,"1. PUS/BKK NORMAL RTE 2. PUS 36 DEP 3. RMK  - MEA FL320 [Y742] 
- RNAV1(SID/STAR),RNAV2,5  - ADS-B REQ FOR ABOVE FL290  - Y20
APPLIED.             
"
,RKPK,VTBS,2,340,,Yes,No,,RKPK BURIM3 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE B591 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 UBL Y20 GRASO Y13 RUKSA DCT EASTE EASTE1D VTBS,1997,2240,2047,MJ,2025-08-01 0810,,,,,,,,18L,1,"1. PUS/BKK NORMAL RTE 2. PUS 18 DEP 3. RMK  - MEA FL320 [Y742] 
- RNAV1(SID/STAR),RNAV2,5  - ADS-B REQ FOR ABOVE FL290  - Y20
APPLIED.        
"
,RKPK,VTBS,3,380,,Yes,No,,RKPK OPONO3 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 DRAKE A1 APU W4 TNN A577 ANDRE G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 UBL Y20 GRASO Y13 RUKSA DCT EASTE EASTE1D VTBS,1997,2232,2047,MJ,2025-08-01 0810,,,,,,,,36R,1,"1. W4 DETOUR RTE 2. PUS 36 DEP 3. MEA FL320 [Y742]   
RNAV1(SID/STAR),RNAV2,5    ADS-B REQ FOR ABOVE FL290    Y20
APPLIED     
"
,RKPK,VTBS,20,391,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 PLT W19 NOMAR W18 TAMOT DCT ALLEY V31 IDOSI P901 IKELA A1 UBL Y20 GRASO Y13 RUKSA DCT EASTE EASTE1C VTBS,1997,2229,2047,MJ,2024-10-28 0141,,,,,,,,36L,19,"1. PUS/BKK DETOUR RTE    SADLI-TAMOT 2. MEA FL240 [A593] 3.
RNAV1(SID/STAR),RNAV2,5 4. CHINA PMSN REQ, P901 AT FL290 OR
ABOVE  
"
,RKPK,VTBS,21,391,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 GYA R474 CMP W21 NOBER DCT NORTA NORTA1C VTBS,1997,2208,2047,MJ,2025-06-13 0748,,,,,,,,36R,19,"1. PUS/BKK SADLI-TEBAK DETOUR 2. MEA FL240 [A593] 3.
RNAV1(SID/STAR),RNAV2,5 
"
,RKPK,VTBS,22,391,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PK R343 MADUK W51 LEGIV W164 ADGOL W50 SAGUD R343 WUY R474 CMP W21 NOBER DCT NORTA NORTA1C VTBS,1997,2250,2047,MJ,2025-06-13 0749,,,,,,,,36R,19,"1. PUS/BKK DETOUR RTE    SADLI-WHA-TEBAK 2. MEA FL240 [A593] 3.
RNAV1(SID/STAR),RNAV2,5 4. CHINA PMSN REQ  
"
,RKPK,VTBS,23,391,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 GYA R474 CMP W21 NOBER DCT NORTA NORTA1C VTBS,1997,2208,2047,MJ,2025-06-13 0750,,,,,,,,36R,19,"1. PUS/BKK SADLI-TEBAK DETOUR 2 2. MEA FL240 [A593] 3.
RNAV1(SID/STAR),RNAV2,5 4. CHINA PMSN REQ 
"
,RKPK,VTBS,40,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 YURIX Y26 IGURU Q13 PICHU J7 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 UBL Y20 GRASO Y13 RUKSA DCT EASTE EASTE1C VTBS,1997,2331,2047,MJ,2024-10-05 0359,,,,,,,,36R,19,"1. PUS-BKK DETOUR (JAPAN RTE) 2. MEA FL285 3. RNAV2,5,10 4.
ADS-B REQ FOR ABOVE FL290 5. TPE PMSN REQ 6. 2020-01-05    
"
,RKPK,VTBS,41,390,,Yes,No,,RKPK SOORO2 BESNA Y209 FRAIZ DCT IKE DCT OLSUB A582 BOMAP Y62 YURIX Y26 IGURU Q13 PICHU J7 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 UBL Y20 GRASO Y13 RUKSA DCT EASTE EASTE1C VTBS,1997,2362,2047,MJ,2024-10-28 0144,,,,,,,,36R,19,"1. PUS-BKK DETOUR (JAPAN RTE) 2. MEA FL285 3. RNAV2,5,10 4.
ADS-B REQ FOR ABOVE FL290 5. TPE PMSN REQ 6. 2020-01-05     
"
,RKPK,VTBS,50,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 YURIX Y62 KAZIK B462 LAO M501 NOMAN DCT SULUX DCT IGLEG DCT IKELA A1 UBL Y20 GRASO Y13 RUKSA DCT EASTE EASTE1C VTBS,1997,2509,2047,MJ,2024-10-28 0145,,,,,,,,36R,19,"1. PUS/BKK HKG/PHIL DETOUR   
"
,RKPK,VTBS,51,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 SAKON A582 EXOMI M501 NOMAN DCT SULUX DCT IGLEG DCT IKELA A1 UBL Y20 GRASO Y13 RUKSA DCT EASTE EASTE1C VTBS,1997,2633,2047,MJ,2025-10-24 0625,,,,,,,,36R,19,"- 8/5,6 HKG DCT RTE - REQUIRED TO CONFIRM BEFORE USE 
"
,RKPK,VTBS,52,380,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE Q12 KABAM N892 MESOX L628 PCA G474 VEMKO M633 DULEM DCT GOMES DCT TUMGA TUMGA1C VTBS,1997,2375,2047,SK,2024-12-26 0221,,,,,,,,36R,19,"1. PUS/BKK (NOT PASSING ZJSA) 2. PMS REQ: KH, VN, PH, TW 3.
RMK: KH ENR 1.10-7, TH AIP ENR 1.10-10 
"
,RKPK,VTBS,90,390,,Yes,No,,RKPK OPONO3 BESNA Y209 IKE A582 KAZSA DCT HKC A582 BOMAP Y62 YURIX Y26 IGURU Q13 PICHU J7 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 UBL Y20 GRASO Y13 RUKSA DCT EASTE EASTE1C VTBS,1997,2355,2047,MJ,2024-10-28 0146,,,,,,,,36R,19,"1. PUS-BKK BESNA RTE     
"
,RKPK,VTBS,98,380,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE B591 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 POTEV DCT ENLEP DCT ANKID W38 RAMEI Y20 KRT DCT RUKSA DCT EASTE EASTE1D VTBS,1997,2279,2047,IB,2025-12-25 0508,,,,,,,,36L,1,"1. PUS/BKK GUN FRNG RTE REV. 1 (26/01/02 2300Z) 2. PUS 36 DEP
3. RMK  - MEA FL320 [Y742]  - RNAV1(SID/STAR),RNAV2,5  - ADS-B
REQ FOR ABOVE FL290  - Y20 APPLIED.             
"
,RKPK,VTBS,99,380,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE B591 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 UBL Y20 RAMEI W42 PAKRI Y13 RUKSA DCT EASTE EASTE1D VTBS,1997,2255,2047,JHM,2025-12-11 0136,,,,,,,,,,"1. PUS/BKK GUN FRNG RTE 2. PUS 36 DEP 3. RMK  - MEA FL320
[Y742]  - RNAV1(SID/STAR),RNAV2,5  - ADS-B REQ FOR ABOVE FL290 
- Y20 APPLIED.             
"
,RKPK,VTCC,1,381,,Yes,No,,RKPK BURIM3 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 GYA R474 MC B465 LPB R215 NAN R207 MONLO MONLO2A VTCC,1871,2085,1923,CJ,2023-09-21 1616,,,,,,,,18L,36,"1. PUS-CNX NML RTE
2. PUS DEP RWY 18
3. PMSN REQUIRED : CN, VN, LAOS
4. 1 HF, 1 GPS
5. MEA FL240(A593)=
"
,RKPK,VTCC,2,381,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 GYA R474 MC B465 LPB R215 NAN R207 MONLO MONLO2A VTCC,1871,2097,1923,CJ,2023-09-21 1618,,,,,,,,36R,36,"1. PUS-CNX NML RTE
2. PUS DEP RWY 36
3. PMSN REQUIRED : CN, VN, LAOS
4. 1 HF, 1 GPS
5. MEA FL240(A593)=



"
,RKPK,VTCC,3,381,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE B591 HCN G86 KAPLI DCT ALLEY V10 SIKOU R339 WUY R474 MC B465 LPB R215 NAN R207 MONLO MONLO2A VTCC,1871,2343,1923,MJ,2024-04-18 1117,,,,,,,,36R,36,
,RKPK,VTCC,4,381,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PK R343 MADUK W51 LEGIV W164 ADGOL W50 XSH W80 UDUMI W37 OLMIB W83 GOSMA R343 WUY R474 MC B465 LPB R215 NAN R207 MONLO MONLO2A VTCC,1871,2122,1923,MJ,2024-02-06 0536,,,,,,,,36R,36,"1. CHINA DETOUR ROUTE 
"
,RKPK,VTCC,20,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 PLT W19 NOMAR W18 TAMOT DCT ALLEY V31 IDOSI P901 IKELA A1 UBL G473 CMP W16 PANKU W15 KABMU KABMU2A VTCC,1871,2387,1923,MJ,2024-12-24 0923,,,,,,,,36R,36,"1. SADLI-TAMOT DE-TOUR RTE NEED TO CONFIRM ROUTE AVAILABILITY  
 
"
,RKPK,VVDN,1,380,,Yes,No,,RKPK BURIM3 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE B591 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 BUNTA BUNTA2K VVDN,1599,1815,1649,MJ,2024-03-29 0647,,,,,,,,18R,35R,"1.PUS/DAD NML RTE 2.PUS 18 DEP 3.TW O/F. VN LD 4.TCAS, ADSB
5.RMK     
"
,RKPK,VVDN,2,380,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE B591 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 BUNTA BUNTA2K VVDN,1599,1826,1649,MJ,2024-03-29 0647,,,,,,,,36L,35R,"1.PUS/DAD NML RTE 2.PUS 36 DEP 3.TW O/F. VN LD 4.TCAS, ADSB
5.RMK     
"
,RKPK,VVDN,20,380,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 PLT W19 NOMAR W18 TAMOT DCT ALLEY V31 IDOSI P901 IKELA A1 BUNTA BUNTA2K VVDN,1599,1811,1649,CJ,2023-09-11 0526,,,,,,,,36L,35R,"1. PUS/DAD (SADLI-TAMOT) 
2. PUS DEP RWY 36

"
,RKPK,VVDN,21,380,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 GYA R474 NOB Q1 CAHEO CAHEO2K VVDN,1599,2015,1649,CJ,2023-09-11 0545,,,,,,,,36L,35R,"1. PUS/DAD (SADLI-TEBAK)
 : R474 Q1 IN VIETNAM FIR
2. PUS DEP RWY 36


"
,RKPK,VVDN,30,380,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 DRAKE A1 APU W4 TNN A577 ANDRE G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 BUNTA BUNTA2K VVDN,1599,1811,1649,CJ,2023-09-11 0525,,,,,,,,36L,35R,"1.PUS/DAD DETOUR VIA W4
2.PUS 36 DEP

"
,RKPK,VVDN,40,380,,Yes,No,,RKPK SOORO2 ENGOT Y572 RUGMA Y579 RUSAR Y27 YURIX Y26 IGURU Q13 PICHU J7 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 BUNTA BUNTA2K VVDN,1599,1926,1649,CJ,2023-09-11 0601,,,,,,,,36L,35R,"1.ICN/DAD (RUGMA DETOUR) 
2.PUS RWY36 DEP

"
,RKPK,VVDN,50,380,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE Q12 KABAM N892 MESOX L628 PCA G474 MUMGA Q1 SADIN SADIN2K VVDN,1599,2039,1649,CJ,2023-09-11 0555,,,,,,,,36L,35L,"1.PUS/DAD PHP DETOUR
: VIA ARESI,Q1
2.PUS DEP RWY 36

"
,RKPK,VVDN,80,340,,Yes,No,,RKPK BEVSI3 TOPAX A586 CJU B576 APU B591 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 BUNTA BUNTA2E VVDN,1599,1779,1649,MJ,2024-03-29 0648,,,,,,,,36L,35R,"1. PUS/DAD CONVENTIONAL RTE 2. PUS DEP RWY 36 3. TW O/F, VN LD
4. TCAS 5. RMK  
"
,RKPK,VVDN,81,320,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU B576 APU W4 TNN A577 ANDRE G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 BUNTA BUNTA2K VVDN,1599,1813,1649,CJ,2023-09-11 0606,,,,,,,,36L,35L,"1.PUS/DAD BELOW 290(NON RVSM) ROUTE
2.PUS RWY36 DEP



"
,RKPK,VVDN,99,380,,Yes,No,,RKPK OPONO3 BESNA Y209 IKE A582 TEMIP Y501 KOSHI A1 RUSAR Y27 YURIX Y26 IGURU Q13 PICHU DCT HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 BUNTA BUNTA2K VVDN,1599,1949,1649,MJ,2025-09-04 0551,,,,,,,,36L,35L,"1. BESNA DETOUR  
"
,RKPK,VVPQ,1,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE Q12 KABAM N892 MIMUX N500 TSH W17 TUNPO TRUMI2B VVPQ,2028,2248,2077,SK,2025-10-13 0717,,,,,,,,36R,10,"1. RKPK-VVPQ NML RTE (N892, N500) 2. PUS DEP RWY36R 3. PMSN
REQ: TW, PH 4. DUAL HF OR CPDLC REQ (N892 MAVRA-MIGUG) 5.
2025.10.13
"
,RKPK,VVPQ,13,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE B591 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 DAN Q1 BMT W1 TSH W17 TUNPO TRUMI2B VVPQ,2028,2298,2077,SK,2026-01-14 0134,,,,,,,,36R,10,"1. PUS-PQC VIA BUNTA AND NOT PASSING VDPF  2. VN LANDING PERMIT
APPROVED  3. Q1: RNAV 5 REQED. UNABLE BELOW FL290  4.
2026.01.14 
"
,RKPK,VVPQ,21,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 PLT W19 NOMAR W18 TAMOT DCT ALLEY V31 IDOSI P901 IKELA A1 DAN W1 PLK R588 TIA M753 OSOTA OSOTA1F VVPQ,2028,2210,2077,SK,2025-11-06 0741,,,,,,,,36R,10,"1. RKPK-VVPQ DETOUR VIA SADLI-TAMOT  2. PUS DEP RWY36R  3. PMSN
REQ: CN, KH, VN LD PERMIT 4. 2025.11.06
"
,RKPK,VVPQ,22,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 GYA R474 NOB W1 PLK R588 TIA M753 OSOTA OSOTA1F VVPQ,2028,2427,2077,SK,2025-11-06 0743,,,,,,,,36R,10,"1. RKPK-VVPQ DETOUR VIA SADLI-TEBAK 2. PUS DEP RWY36R  3. PMSN
REQ: CN, KH, VN LD PERMIT 4. 2025.11.06
"
,RKPK,VVPQ,25,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 NXD W131 AKDIM A470 DUBGO W134 ELNEX A599 GYA R474 NOB Q1 MUMGA G474 PLK R588 TIA M753 OSOTA OSOTA1F VVPQ,2028,2434,2077,SK,2026-01-14 0152,,,,,,,,36R,10,"1. PUS-PQC VIA SADLI-TEBAK AND Q1  2. CN PERMIT REQED. VN LD
PERMIT APPROVED  3. Q1: RNAV 5 REQED. UNABLE BELOW FL290  4.
2026.01.14
"
,RKPK,VVPQ,31,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 DRAKE A1 APU W4 TNN A577 KABAM N892 MIMUX N500 TSH W17 TUNPO TRUMI2B VVPQ,2028,2251,2077,SK,2025-11-06 0708,,,,,,,,36R,10,"1. RKPK-VVPQ DETOUR VIA W4  2. PUS DEP RWY36R  3. PMSN REQ: TW,
PH  4. DUAL HF OR CPDLC REQ (N892 MAVRA-MIGUG)  5. 2025.11.06
"
,RKPK,VVPQ,32,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE B591 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 DAN W1 PLK R588 TIA M753 OSOTA OSOTA1F VVPQ,2028,2224,2077,SK,2025-11-06 0736,,,,,,,,36R,10,"1. RKPK-VVPQ DETOUR VIA KH  2. PUS DEP RWY36R  3. PMSN REQ: TW,
KH AND VN LD PERMIT 4. 2025.11.06
"
,RKPK,VVPQ,41,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 YURIX Y26 IGURU Q13 KABAM N892 MIMUX N500 TSH W17 TUNPO TRUMI2B VVPQ,2028,2335,2077,SK,2025-11-06 0748,,,,,,,,36R,10,"1. RKPK-VVPQ DETOUR VIA RUGMA  2. PUS DEP RWY36R  3. PMSN REQ:
TW, PH, VN LD PERMIT 4. 2025.11.06
"
,RKPK,VVPQ,42,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 YURIX Y26 IGURU Q13 PICHU DCT HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 DAN Q1 MUMGA G474 PLK R588 TIA M753 OSOTA OSOTA1F VVPQ,2028,2320,2077,SK,2025-11-06 0758,,,,,,,,36R,10,"1. RKPK-VVPQ DETOUR VIA RUGMA-BUNTA 2. PUS DEP RWY36R  3. PMSN
REQ: TW, PH, KH, VN LD PERMIT 4. 2025.11.06
"
,RKPK,WBKK,1,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 SAKON A582 TELEN M767 TOKON M646 OSANU DCT VETAG VETAG1B WBKK,1895,2045,1940,MJ,2025-07-04 0946,,,,,,,,36R,2,"1.PUS/BKI NML(RUGMA) RTE 2.PUS DEP RWY 36 3.NIL 4.DUAL HF,
SINGLE GPS 5.RMK - IF A582 USE BLW FL270,DUAL HF REQUIRED 
"
,RKPK,WBKK,3,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 POTIB M646 OSANU DCT VETAG VETAG1B WBKK,1895,2036,1940,GL,2024-10-10 0907,,,,,,,,36R,2,"1. PUS/BKI NML(TW) RTE 2. PUS DEP RWY 36 3. TW, PH OVFLT PMSN
4. SINGLE HF, SINGLE GPS 5. NIL
"
,RKPK,WBKK,15,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 YURIX Y62 KAZIK B462 LAO M646 OSANU DCT VETAG VETAG1B WBKK,1895,2082,1940,JP,2025-02-10 1133,,,,,,,,36R,2,"1. PUS/BKI RUGMA DETOUR RTE-3 2. PUS DEP RWY 36R 3. NIL 4.
SINGLE HF, SINGLE GPS 5. MEA FL260(Y27) 
"
,RKPK,WBKK,16,380,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 YURIX Y62 KAZIK B462 MIA M646 OSANU DCT VETAG VETAG1B WBKK,1895,2079,1940,LIM,2025-02-10 1437,,,,,,,,36R,2,"1. PUS/BKI RUGMA DETOUR RTE-4 2. PUS DEP RWY 36R 3. NIL 4.
SINGLE HF, SINGLE GPS 5. MEA FL260(Y27)
"
,RKPK,WBKK,20,390,,Yes,No,,RKPK SOORO2 BESNA Y209 IKE A582 TELEN M767 TOKON M646 OSANU DCT VETAG VETAG1B WBKK,1895,2070,1940,MJ,2025-07-04 0949,,,,,,,,36R,2,"1.PUS/BKI BESNA DETOUR RTE 2.PUS DEP RWY 36 3.NIL 4.DUAL HF,
SINGLE GPS 5.IF A582 USE BLW FL270,    DUAL HF REQUIRED 
"
,RKPK,WBKK,30,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 PONIK A593 PUD A599 NXD W131 AKDIM A470 DOTMI DCT ENROM DCT NOPER DCT UNTUL DCT SABNO A583 AKOTA M754 VINIK M522 ENBAX ENBAX1B WBKK,1895,2219,1940,MJ,2025-10-21 0732,,,,,,,,36R,2,"1.PUS/BKI CHN DETOUR (SADLI-DOTMI) 2.PUS DEP RWY 36 3.CHN
OVERFLY REQUIRED - CHK HKG ATC TO USE THIS ROUTE 4.FLT ABOVE
290 PHP FIR 
"
,RKPK,WBKK,99,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 SAKON DCT GURAG A590 JOM M767 TOKON M646 OSANU DCT VETAG VETAG1B WBKK,1895,2102,1940,MJ,2024-10-30 0917,,,,,,,,36R,2,"1.PUS/BKI NML(RUGMA) RTE 2.PUS DEP RWY 36 3.NIL 4.DUAL HF,
SINGLE GPS 
"
,RKPK,WSSS,1,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE Q12 KABAM N892 MELAS DCT MABAL MABAL2A WSSS,2463,2567,2508,PC,2022-12-01 0553,,,,,,,,36L,02L,"1.PUS/SIN NML RTE
2.DEP RWY36L
3.OVERFLY PMSN : NIL
4.RNAV1(SID/STAR),DUAL GPS(Q11,Q12,N892),ADS-B(RVSM)
5.MEA FL320(Y742)
  MIGUG N892,Q12(FL310,320,350,360,390,400) ONLY


"
,RKPK,WSSS,2,390,,Yes,No,,RKPK BURIM3 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE Q12 KABAM N892 MELAS DCT MABAL MABAL2A WSSS,2463,2555,2508,SK,2023-04-13 0629,,,,,,,,18L,02L,"1.PUS/SIN NML RTE
2.DEP RWY18L
3.OVERFLY PMSN : NIL
4.RNAV1(SID/STAR),DUAL GPS(Q11,Q12,N892),ADS-B(RVSM)
5.MEA FL320(Y742)
  MIGUG N892,Q12(FL310,320,350,360,390,400) ONLY


"
,RKPK,WSSS,20,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 CJU Z82 PANSI Y711 MUGUS Y742 SALMI Q11 TACLE B591 HCN G86 KAPLI DCT MADRU DCT SULUX DCT IGLEG DCT IKELA A1 BUNTA G221 PCA W2 KARAN L642 ESPOB DCT ELALO ELALO1A WSSS,2463,2717,2508,MJ,2025-05-13 0655,,,,,,,,36L,02L,"1.MUGUS RTE 2.DEP RWY 36L 3.OVERFLY PMSN:TP/VN/MY 4.NIL 5.MEA
FL320(Y742)   L642,L801(FL310,320,350,360,390)ONLY  
"
,RKPK,WSSS,21,390,,Yes,No,,RKPK DCT SARAM Y253 ANUBA DCT DOTOL Y711 MUGUS Y742 SALMI Q11 TACLE Q12 KABAM N892 MELAS DCT MABAL MABAL2A WSSS,2463,2574,2508,MJ,2023-05-24 2122,,,,,,,,36R,02L,
,RKPK,WSSS,36,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 YURIX Y62 KAZIK B462 LAO M501 MIKIN N892 MELAS DCT MABAL MABAL2A WSSS,2463,2772,2508,JY,2024-10-01 0426,,,,,,,,36L,02L,"A582 L628 N892 ROUTE
"
,RKPK,WSSS,37,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 YURIX Y62 KAZIK B462 LAO M646 MIA L628 MESOX N892 MELAS DCT MABAL MABAL2A WSSS,2463,2875,2508,SK,2024-10-01 0522,,,,,,,,36L,02L,
,RKPK,WSSS,39,390,,Yes,No,,RKPK SOORO2 ENGOT Y572 BILUM Z85 RUGMA Y579 RUSAR Y27 YURIX Y26 IGURU Q13 KABAM N892 MELAS DCT MABAL MABAL2A WSSS,2463,2654,2508,SK,2024-06-19 0451,,,,,,,,36L,02L,"1. PUS/SIN DETOUR VIA RUGMA  2. ADDITIONAL PMSN REQ :TPE  3.
2024-06-19     
"
